Date,Day of Wk,SPX Close,Seasonal_rank,NPD 5 SMA,5dt,21dt,200d,Model,NPD,252d FWD%,126d FWD%,63d FWD%,21d FWD%,10d FWD%,5d FWD%,1d FWD%,Day of,VIX,5d FWD VIX,21d FWD VIX
6/7/2006,Wednesday,1256.15,1,17,2,1,1260.0662,-1,16.04,20.02,12.63,3.51,0.74,-0.31,-2.08,0.14,-0.61,17.79999,20.539994,16.38272455
6/8/2006,Thursday,1257.93,1,16,1,1,1260.2472,0,12.34,19.97,12.32,2.87,0.75,-0.98,-0.14,-0.45,0.14,18.34999,20.049996,16.14590682
6/9/2006,Friday,1252.3,2,17,1,1,1260.42075,1,20.24,19.22,12.38,3.72,1.61,-0.62,-0.06,-1.27,-0.45,18.12,19.875996,15.98090682
6/12/2006,Monday,1236.4,3,17,1,1,1260.5548,1,19.05,22.59,14.03,5.11,1.80,1.15,0.30,-1.03,-1.27,20.95999,19.249996,15.83681591
6/13/2006,Tuesday,1223.69,2,15,1,1,1260.6114,1,8.57,24.46,15.47,7.31,1.52,1.27,1.34,0.52,-1.03,23.81,17.825994,15.57499727
6/14/2006,Wednesday,1230.04,2,13,1,1,1260.7361,1,5.83,24.62,14.76,7.16,0.50,1.30,1.80,2.12,0.52,21.45999,16.637996,15.44681591
6/15/2006,Thursday,1256.16,2,14,4,2,1260.9555,0,14.92,21.88,12.50,4.79,-1.73,1.33,-0.84,-0.37,2.12,15.9,16.633996,15.53045182
6/16/2006,Friday,1251.54,1,12,4,3,1261.17115,-1,9.46,22.55,13.90,5.46,-1.17,1.49,-0.56,-0.91,-0.37,17.25,16.361996,15.45317909
6/19/2006,Monday,1240.14,0,10,5,3,1261.2702,-1,8.83,21.99,15.07,6.53,1.59,3.23,0.84,0.00,-0.91,17.82999,15.919998,15.37954273
6/20/2006,Tuesday,1240.12,1,10,7,2,1261.36285,-1,8.47,22.75,14.71,6.31,0.73,2.48,-0.07,0.97,0.00,16.68999,15.861998,15.41181545
6/21/2006,Wednesday,1252.2,2,10,8,3,1261.53375,0,7.63,19.99,13.84,5.83,-0.95,1.75,-0.50,-0.53,0.97,15.52,15.915998,15.38727
6/22/2006,Thursday,1245.6,1,10,3,3,1261.5948,-1,17.67,20.24,14.28,5.81,1.23,1.60,2.19,-0.09,-0.53,15.88,15.345998,15.34045182
6/23/2006,Friday,1244.5,1,11,3,3,1261.6355,-1,11.88,19.96,13.97,5.65,1.96,1.84,2.07,0.49,-0.09,15.89,14.783998,15.28272455
6/26/2006,Monday,1250.56,3,11,6,2,1261.6809,0,9.99,20.45,12.81,6.06,1.43,1.76,2.37,-0.91,0.49,15.62,14.269998,15.25181545
6/27/2006,Tuesday,1239.2,3,13,4,2,1261.6695,0,15.44,21.51,14.34,7.84,1.94,1.57,2.56,0.55,-0.91,16.39999,13.82,15.157725
6/28/2006,Wednesday,1246,4,15,3,3,1261.6967,0,17.56,20.65,14.51,7.27,2.61,-0.30,2.25,2.16,0.55,15.79,13.392,15.11954318
6/29/2006,Thursday,1272.87,4,15,9,4,1261.90505,-1,17.72,19.37,11.93,5.21,0.30,-2.88,-0.58,-0.21,2.16,13.03,13.58,15.21136136
6/30/2006,Friday,1270.2,4,14,8,3,1262.12025,0,11.75,20.05,11.66,5.17,0.06,-2.81,-0.23,0.79,-0.21,13.08,13.768,15.26863409
7/3/2006,Monday,1280.19,4,17,9,3,1262.38255,-1,20.63,19.15,10.66,3.91,-0.13,-3.38,-0.60,-0.72,0.79,13.05,13.786,15.332725
7/5/2006,Wednesday,1270.91,2,17,9,4,1262.54755,-1,15.23,20.42,11.60,4.97,0.74,-0.87,-0.97,0.25,-0.72,14.15,13.854,15.34136136
7/6/2006,Thursday,1274.08,1,15,9,5,1262.76285,-2,11.29,20.23,10.65,5.98,0.41,-1.96,-2.50,-0.67,0.25,13.65,14.681998,15.41317955
7/7/2006,Friday,1265.48,3,15,3,5,1262.98355,0,13.68,19.33,11.64,6.93,0.81,-1.99,-2.31,0.15,-0.67,13.97,15.497996,15.47045227
7/10/2006,Monday,1267.34,3,16,4,5,1263.26925,0,17.12,19.84,11.42,6.49,0.33,-0.51,-2.59,0.41,0.15,14.02,16.421996,15.52408864
7/11/2006,Tuesday,1272.52,4,14,3,6,1263.55875,0,13.47,21.62,11.18,6.14,-0.52,-0.29,-2.80,-1.09,0.41,13.14,17.341994,15.58408864
7/12/2006,Wednesday,1258.6,2,13,3,6,1263.7753,0,11.27,23.35,13.13,7.53,1.05,0.78,0.10,-1.30,-1.09,14.49,17.553994,15.57545227
7/13/2006,Thursday,1242.29,1,14,1,6,1263.9086,0,14.32,24.73,15.17,8.67,1.97,1.68,0.55,-0.49,-1.30,17.78999,17.237994,15.41499818
7/14/2006,Friday,1236.19,0,14,1,4,1264.01125,0,12.71,25.33,15.83,10.24,2.59,3.43,0.33,-0.14,-0.49,18.04999,17.107994,15.20454409
7/17/2006,Monday,1234.49,0,14,1,2,1264.09925,0,19.14,25.25,15.89,10.62,4.14,3.42,2.14,0.19,-0.14,18.64,16.375994,14.92136227
7/18/2006,Tuesday,1236.86,0,15,1,3,1264.14515,0,15.32,25.57,15.32,10.69,4.74,2.75,2.59,1.86,0.19,17.73999,15.797996,14.67136273
7/19/2006,Wednesday,1259.81,1,14,5,6,1264.30015,-1,9.15,21.77,13.55,8.27,2.99,1.49,0.68,-0.85,1.86,15.55,15.611996,14.49363545
7/20/2006,Thursday,1249.13,1,15,6,5,1264.4123,-1,17.24,23.41,13.92,9.35,4.26,2.49,1.13,-0.71,-0.85,16.20999,15.357998,14.31227227
7/21/2006,Friday,1240.29,2,14,5,3,1264.5414,0,9.04,21.83,15.13,10.21,4.61,3.15,3.08,1.66,-0.71,17.39999,14.744,14.07545455
7/24/2006,Monday,1260.91,6,12,8,5,1264.864,0,9.96,20.40,14.21,8.54,3.01,1.18,1.25,0.63,1.66,14.98,14.738,13.95818182
7/25/2006,Tuesday,1268.88,6,11,9,6,1265.25095,-1,8.63,16.85,12.22,8.52,1.90,0.20,0.16,-0.04,0.63,14.85,14.778,13.84681818
7/26/2006,Wednesday,1268.4,5,11,6,5,1265.61345,0,8.87,15.02,12.12,8.59,2.18,-0.19,0.80,-0.41,-0.04,14.62,14.722,13.74181818
7/27/2006,Thursday,1263.2,3,9,7,6,1265.9928,0,7.8,16.68,12.46,9.42,2.52,0.68,1.35,1.22,-0.41,14.94,14.626,13.61636364
7/28/2006,Friday,1278.55,1,9,9,7,1266.4612,-2,10.82,13.82,11.75,8.64,1.82,-0.92,0.06,-0.15,1.22,14.33,14.628,13.52318182
7/31/2006,Monday,1276.66,1,9,7,4,1266.9561,-1,9.58,14.82,12.66,7.89,2.16,-0.66,-0.07,-0.45,-0.15,14.95,14.684,13.39909091
8/1/2006,Tuesday,1270.92,1,10,5,4,1267.4265,-1,11.6,15.84,13.77,8.42,2.62,1.15,0.04,0.60,-0.45,15.05,14.72,13.27454545
8/2/2006,Wednesday,1278.55,3,10,6,4,1267.8864,0,7.73,12.08,13.28,7.77,1.98,1.32,-0.99,0.13,0.60,14.34,14.892,13.16636364
8/3/2006,Thursday,1280.27,6,10,7,5,1268.39705,0,10.04,14.64,13.02,6.84,2.40,1.34,-0.66,-0.07,0.13,14.46,14.892,13.08318182
8/4/2006,Friday,1279.36,8,11,5,4,1268.81505,0,15.98,15.43,13.18,6.88,2.65,1.79,-0.99,-0.28,-0.07,14.34,14.884,13.05590909
8/7/2006,Monday,1275.77,5,12,4,5,1269.3049,0,12.74,17.38,13.66,6.94,1.92,1.70,-0.59,-0.34,-0.28,15.23,14.69,12.99454545
8/8/2006,Tuesday,1271.48,8,12,4,4,1269.76435,0,14.15,14.28,13.91,8.52,1.77,2.15,1.11,-0.43,-0.34,15.23,14.328,12.90045455
8/9/2006,Wednesday,1265.95,7,14,3,3,1270.19615,0,16.06,14.83,13.60,9.23,2.60,2.14,2.33,0.46,-0.43,15.2,13.77,12.8
8/10/2006,Thursday,1271.81,8,14,3,5,1270.5583,0,10.54,14.24,12.70,8.96,2.18,1.91,2.02,-0.40,0.46,14.46,13.326,12.68454545
8/11/2006,Friday,1266.74,8,14,3,6,1270.9093,0,17.56,12.62,14.01,8.81,3.66,2.24,2.81,0.12,-0.40,14.3,12.794,12.54272727
8/14/2006,Monday,1268.21,7,15,3,7,1271.29345,0,17.08,10.92,14.75,8.89,3.93,2.65,2.31,1.37,0.12,14.26,12.386,12.41954545
8/15/2006,Tuesday,1285.58,4,14,7,8,1271.82685,0,9.38,9.78,13.32,7.69,2.39,1.45,1.03,0.77,1.37,13.42,12.14,12.34409091
8/16/2006,Wednesday,1295.43,2,11,9,9,1272.31195,-1,1.21,11.62,12.36,7.55,1.89,0.68,-0.19,0.16,0.77,12.41,12.138,12.31545455
8/17/2006,Thursday,1297.48,1,11,8,7,1272.7643,-1,11.03,11.41,12.50,7.64,1.83,0.49,-0.11,0.37,0.16,12.24,12.17,12.30363636
8/18/2006,Friday,1302.3,1,9,9,8,1273.262,-2,8.07,11.12,11.93,7.48,1.23,0.67,-0.55,-0.37,0.37,11.64,12.304,12.29227273
8/21/2006,Monday,1297.52,1,7,9,8,1273.6758,-2,6.5,12.84,12.24,7.99,2.13,1.21,0.33,0.10,-0.37,12.22,12.296,12.29363636
8/22/2006,Tuesday,1298.82,0,7,7,7,1274.0702,-1,6.16,12.60,11.73,7.83,1.48,0.11,0.42,-0.45,0.10,12.19,12.314,12.31181818
8/23/2006,Wednesday,1292.99,0,7,4,6,1274.43445,-1,4.01,14.41,12.09,8.49,1.69,0.08,0.87,0.24,-0.45,12.4,12.278,12.29909091
8/24/2006,Thursday,1296.06,0,7,4,6,1274.8007,-1,12.2,13.17,7.95,8.49,2.34,0.22,0.60,-0.07,0.24,12.4,12.26,12.25954545
8/25/2006,Friday,1295.09,0,8,3,7,1275.1832,-1,12.48,10.60,8.63,8.17,3.19,0.34,1.23,0.52,-0.07,12.31,12.19,12.22636364
8/28/2006,Monday,1301.78,1,9,5,6,1275.58885,-1,11.51,12.44,7.79,6.15,2.67,0.87,0.88,0.19,0.52,12.18,12.28,12.20545455
8/29/2006,Tuesday,1304.28,1,10,5,6,1275.95545,-1,11.18,11.76,6.36,6.32,2.67,1.06,-0.31,0.00,0.19,12.28,12.572,12.19181818
8/30/2006,Wednesday,1304.27,3,13,6,7,1276.3032,0,17.15,13.01,5.36,7.30,2.42,0.92,-0.79,-0.03,0.00,12.22,12.904,12.20772727
8/31/2006,Thursday,1303.82,2,13,6,6,1276.6535,0,14.87,14.24,7.02,7.43,2.03,1.23,-0.38,0.55,-0.03,12.31,13.074,12.20454545
9/1/2006,Friday,1311.01,2,13,7,6,1277.0635,0,12.19,12.30,6.18,6.54,1.76,0.78,-0.87,0.17,0.55,11.96,13.28,12.2
9/5/2006,Tuesday,1313.25,1,13,6,7,1277.4737,-1,10.44,12.59,6.75,7.30,2.82,0.39,-0.01,-0.99,0.17,12.63,13.138,12.17045455
9/6/2006,Wednesday,1300.26,1,15,4,6,1277.761,-1,19.37,11.79,7.89,8.81,4.07,1.92,1.37,-0.48,-0.99,13.74,12.626,12.07136364
9/7/2006,Thursday,1294.02,0,15,3,6,1277.98975,-1,18.52,12.19,8.70,9.19,4.29,1.86,1.72,0.38,-0.48,13.88,12.16,11.97136364
9/8/2006,Friday,1298.92,0,15,4,7,1278.2101,-1,16.62,13.29,6.08,8.34,3.98,1.22,1.61,0.05,0.38,13.16,11.88,11.89681818
9/11/2006,Monday,1299.54,0,17,3,6,1278.40165,-1,20.31,13.24,6.74,8.49,4.15,2.06,1.67,1.04,0.05,12.99,11.638,11.83454545
9/12/2006,Tuesday,1313.11,0,17,4,8,1278.63915,-1,12.61,13.01,6.03,7.61,2.81,1.77,0.40,0.38,1.04,11.92,11.65,11.79681818
9/13/2006,Wednesday,1318.07,1,16,7,8,1278.88825,-1,12.77,12.61,5.23,7.09,3.40,1.41,0.54,-0.14,0.38,11.18,11.692,11.77727273
9/14/2006,Thursday,1316.28,1,14,8,6,1279.18235,-1,6.92,12.18,6.52,7.36,3.75,1.74,0.13,0.27,-0.14,11.55,11.832,11.75636364
9/15/2006,Friday,1319.87,2,12,8,6,1279.4943,0,7.55,15.15,6.90,8.00,3.73,1.21,-0.39,0.10,0.27,11.76,11.998,11.755
9/18/2006,Monday,1321.18,3,9,8,6,1279.8528,0,5.62,15.73,8.62,8.02,3.24,0.69,0.39,-0.22,0.10,11.78,12.066,11.735
9/19/2006,Tuesday,1318.31,2,8,5,5,1280.121,0,6.35,15.20,8.82,7.90,3.61,1.20,1.37,0.52,-0.22,11.98,11.976,11.68590909
9/20/2006,Wednesday,1325.18,2,7,6,6,1280.4215,0,8.71,15.14,8.37,7.57,3.15,1.89,0.86,-0.54,0.52,11.39,12.014,11.65136364
9/21/2006,Thursday,1318.03,2,9,5,5,1280.69315,0,15.7,15.15,9.06,8.00,3.84,2.67,1.60,-0.25,-0.54,12.25,11.908,11.59818182
9/22/2006,Friday,1314.78,2,9,4,6,1280.9802,0,8.9,15.40,8.73,7.87,4.73,2.65,1.60,0.88,-0.25,12.59,11.786,11.51590909
9/25/2006,Monday,1326.37,3,10,5,6,1281.3252,0,12.45,15.01,6.85,6.36,3.85,1.83,0.29,0.75,0.88,12.12,11.876,11.44954545
9/26/2006,Tuesday,1336.34,3,12,7,7,1281.7277,0,12.87,14.60,6.45,6.03,3.43,1.28,-0.17,0.02,0.75,11.53,12.018,11.40545455
9/27/2006,Wednesday,1336.59,3,13,6,7,1282.1138,0,15.92,14.23,6.30,6.75,3.93,1.00,1.02,0.19,0.02,11.58,12.074,11.37
9/28/2006,Thursday,1339.15,4,12,8,7,1282.5074,0,10.38,15.52,6.38,6.39,2.85,1.77,1.05,-0.25,0.19,11.72,12.126,11.34636364
9/29/2006,Friday,1335.85,7,12,8,6,1282.8495,0,6.29,15.78,7.63,6.17,3.15,2.23,1.03,-0.42,-0.25,11.98,12.042,11.30636364
10/2/2006,Monday,1330.28,8,11,5,6,1283.1372,0,9.38,15.73,8.20,6.49,3.58,2.91,1.53,0.29,-0.42,12.57,11.864,11.25818182
10/3/2006,Tuesday,1334.11,8,12,4,6,1283.45305,0,18.54,15.65,8.22,6.31,2.53,2.24,1.45,1.21,0.29,12.24,11.72,11.22090909
10/4/2006,Wednesday,1350.22,9,12,7,7,1283.86755,1,13.11,15.36,6.99,4.41,1.27,1.17,-0.02,0.22,1.21,11.86,11.672,11.18909091
10/5/2006,Thursday,1353.22,9,13,7,8,1284.33405,1,16.29,14.73,7.03,4.41,0.82,1.02,0.71,-0.27,0.22,11.98,11.494,11.15181818
10/6/2006,Friday,1349.58,9,13,7,8,1284.78385,1,9.4,15.97,6.62,4.63,2.24,1.41,1.19,0.08,-0.27,11.56,11.332,11.13045455
10/9/2006,Monday,1350.66,10,14,7,8,1285.2232,1,13.32,15.68,7.19,4.75,2.38,1.95,1.36,0.20,0.08,11.68,11.214,11.08818182
10/10/2006,Tuesday,1353.42,9,13,7,8,1285.6497,1,14.91,14.85,7.35,5.20,2.39,1.77,0.79,-0.26,0.20,11.52,11.256,11.065
10/11/2006,Wednesday,1349.95,9,13,4,7,1286.05615,1,9.57,15.69,8.78,5.98,2.10,2.39,1.19,0.95,-0.26,11.62,11.2,11.02727273
10/12/2006,Thursday,1362.83,9,13,6,8,1286.5876,1,15.77,13.64,7.97,5.07,1.33,1.93,0.30,0.20,0.95,11.09,11.162,11.01681818
10/13/2006,Friday,1365.62,9,14,7,8,1287.12485,1,17.13,12.66,7.83,4.76,1.38,0.86,0.22,0.25,0.20,10.75,11.138,11.00545455
10/16/2006,Monday,1369.05,8,13,7,8,1287.698,0,10,12.58,7.43,4.19,1.77,0.65,0.58,-0.37,0.25,11.09,11.136,10.97
10/17/2006,Tuesday,1364.05,8,14,6,7,1288.2768,0,16.31,12.90,8.82,4.87,2.38,1.02,0.98,0.14,-0.37,11.73,10.946,10.89863636
10/18/2006,Wednesday,1365.96,8,15,7,8,1288.7626,0,13.81,9.86,8.42,4.17,2.47,0.14,1.19,0.07,0.14,11.34,10.81,10.84
10/19/2006,Thursday,1366.96,9,15,5,7,1289.2301,1,16.54,10.20,8.30,4.46,2.50,0.03,1.62,0.12,0.07,10.9,10.742,10.79772727
10/20/2006,Friday,1368.6,8,13,5,8,1289.7057,0,8.38,11.03,9.27,5.23,2.33,-0.31,0.64,0.62,0.12,10.63,10.776,10.76454545
10/23/2006,Monday,1377.02,7,13,6,9,1290.16355,0,11.99,10.08,8.51,3.40,1.87,0.20,0.07,0.03,0.62,11.08,10.8,10.72181818
10/24/2006,Tuesday,1377.38,9,11,7,8,1290.5997,1,5.62,9.95,8.47,3.25,2.08,0.40,0.04,0.35,0.03,10.78,10.864,10.71954545
10/25/2006,Wednesday,1382.22,10,11,7,8,1291.06235,1,13.07,11.07,7.25,2.78,1.36,0.25,-1.04,0.50,0.35,10.66,11.034,10.79409091
10/26/2006,Thursday,1389.08,10,11,8,8,1291.53685,1,13.48,10.94,7.00,2.86,-0.52,-0.77,-1.57,-0.85,0.50,10.56,11.206,10.84227273
10/27/2006,Friday,1377.34,10,11,6,7,1291.9855,1,10.42,11.16,8.61,4.42,0.68,0.26,-0.95,0.04,-0.85,10.8,11.278,10.84363636
10/30/2006,Monday,1377.93,10,10,5,7,1292.4371,1,9.19,12.44,9.03,4.94,1.56,0.47,0.13,0.00,0.04,11.2,11.27,10.83045455
10/31/2006,Tuesday,1377.94,10,11,4,8,1292.93715,1,9.37,9.47,9.27,5.11,1.65,1.11,0.36,-0.74,0.00,11.1,11.268,10.85590909
11/1/2006,Wednesday,1367.81,10,12,3,7,1293.351,1,18.57,10.37,10.36,5.79,2.11,2.10,1.31,-0.03,-0.74,11.51,11.116,10.84318182
11/2/2006,Thursday,1367.34,9,13,2,5,1293.88025,1,15.22,9.86,10.27,5.90,3.06,2.37,0.80,-0.22,-0.03,11.42,11.034,10.83636364
11/3/2006,Friday,1364.3,7,13,3,5,1294.3943,0,13.96,11.43,10.87,6.28,3.70,2.70,1.22,1.13,-0.22,11.16,10.96,10.84409091
11/6/2006,Monday,1379.78,6,14,5,6,1294.9741,0,13.68,6.95,8.09,4.97,2.40,1.50,0.34,0.22,1.13,11.16,10.9,10.91272727
11/7/2006,Tuesday,1382.84,4,15,5,6,1295.554,0,13.86,6.65,8.90,3.99,1.77,1.44,0.75,0.21,0.22,11.09,10.782,10.95727273
11/8/2006,Wednesday,1385.72,6,14,7,6,1296.1592,0,11.68,4.91,8.47,3.44,1.74,1.47,0.78,-0.53,0.21,10.75,10.694,10.95545455
11/9/2006,Thursday,1378.33,8,13,6,6,1296.6817,0,13.5,4.41,8.91,4.78,2.52,1.64,1.55,0.19,-0.53,11.01,10.524,10.93909091
11/10/2006,Friday,1380.9,9,12,7,5,1297.1676,1,9.47,7.25,9.65,5.39,2.22,0.07,1.47,0.25,0.19,10.79,10.376,10.91136364
11/13/2006,Monday,1384.42,7,12,5,5,1297.6637,0,11.57,6.22,9.27,5.23,2.08,0.17,1.16,0.64,0.25,10.86,10.198,10.87090909
11/14/2006,Tuesday,1393.22,6,12,6,6,1298.2294,0,14.67,4.16,9.30,4.47,2.32,0.45,0.69,0.24,0.64,10.5,10.078,10.85045455
11/15/2006,Wednesday,1396.57,6,12,6,6,1298.79995,0,11.34,4.45,9.20,4.52,2.19,0.29,0.68,0.23,0.24,10.31,10.044,10.86363636
11/16/2006,Thursday,1399.76,6,12,8,7,1299.44455,0,14.47,2.39,8.88,4.13,1.62,-0.22,0.09,0.10,0.23,10.16,10.158,10.87
11/17/2006,Friday,1401.2,8,12,7,7,1300.1304,0,9.1,2.75,8.64,3.94,1.74,0.57,-1.38,-0.05,0.10,10.05,10.608,10.87954545
11/20/2006,Monday,1400.5,9,12,7,6,1300.8078,1,8.73,1.16,7.64,3.62,1.64,1.02,-0.98,0.16,-0.05,9.97,10.938,10.905
11/21/2006,Tuesday,1402.81,9,10,6,6,1301.54795,1,4.99,2.70,8.05,3.32,1.10,0.72,-0.24,0.23,0.16,9.9,11.124,10.97136364
11/22/2006,Wednesday,1406.09,9,8,6,6,1302.25015,1,3.11,0.08,7.97,-0.50,0.33,0.09,-0.39,-0.37,0.23,10.14,11.278,11.02227273
11/24/2006,Friday,1400.95,8,8,5,5,1302.936,0,13.31,1.95,9.23,0.42,1.14,0.63,-0.30,-1.36,-0.37,10.73,11.464,11.01818182
11/27/2006,Monday,1381.9,7,9,2,3,1303.51055,0,16.96,6.30,10.76,1.54,3.25,2.25,1.97,0.35,-1.36,12.3,11.25,10.95863636
11/28/2006,Tuesday,1386.72,8,11,3,5,1304.12985,0,18.97,5.99,10.79,0.03,2.74,1.79,2.02,0.92,0.35,11.62,11.18,10.95590909
11/29/2006,Wednesday,1399.48,7,14,4,6,1304.7496,0,16.98,5.84,9.98,-1.81,1.34,0.98,0.96,0.08,0.92,10.83,11.28,11.01090909
11/30/2006,Thursday,1400.63,5,17,4,6,1305.35275,0,17.94,5.13,9.30,-0.37,1.14,1.77,0.48,-0.28,0.08,10.91,11.632,11.03818182
12/1/2006,Friday,1396.71,4,17,4,6,1305.8894,0,14.07,4.73,8.64,-0.34,1.55,2.18,0.94,0.89,-0.28,11.66,11.714,11.06
12/4/2006,Monday,1409.12,5,17,8,7,1306.4988,0,17.21,5.39,5.79,-0.51,0.04,0.95,0.28,0.40,0.89,11.23,11.61,11.095
12/5/2006,Tuesday,1414.76,6,16,8,8,1307.1574,0,14.22,6.54,6.57,-0.84,-0.14,0.76,-0.23,-0.13,0.40,11.27,11.486,11.12409091
12/6/2006,Wednesday,1412.9,4,15,6,6,1307.75855,0,11.03,6.49,6.81,-0.45,-0.06,0.75,0.02,-0.40,-0.13,11.33,11.256,11.13045455
12/7/2006,Thursday,1407.29,4,15,5,6,1308.35605,0,16.52,7.72,6.09,-2.08,0.54,0.78,1.29,0.18,-0.40,12.67,10.716,11.04863636
12/8/2006,Friday,1409.84,8,15,6,6,1308.9581,0,14.89,4.81,7.51,-1.61,0.99,0.07,1.22,0.23,0.18,12.07,10.312,10.96136364
12/11/2006,Monday,1413.04,8,15,5,7,1309.5527,0,16.37,5.21,7.78,-1.47,1.25,0.27,0.67,-0.10,0.23,10.71,10.29,10.96272727
12/12/2006,Tuesday,1411.56,6,14,4,6,1310.2072,0,12.8,5.44,8.60,-1.74,1.44,1.08,0.99,0.12,-0.10,10.65,10.22,10.96
12/13/2006,Wednesday,1413.21,8,15,4,6,1310.81705,0,13.23,3.87,8.34,-0.79,1.23,0.82,0.73,0.87,0.12,10.18,10.236,10.99045455
12/14/2006,Thursday,1425.49,9,14,7,6,1311.4988,1,11,1.43,7.59,-1.02,0.06,-0.50,-0.50,0.11,0.87,9.97,10.348,11.01
12/15/2006,Friday,1427.09,9,13,7,6,1312.1981,1,9.43,1.95,6.01,0.56,0.24,-0.74,-1.14,-0.32,0.11,10.05,10.61,11.04272727
12/18/2006,Monday,1422.48,9,10,6,6,1312.9192,1,4.08,2.15,7.01,0.85,0.03,-0.29,-0.39,0.22,-0.32,10.6,10.742,11.03090909
12/19/2006,Tuesday,1425.55,10,10,7,6,1313.66755,1,9.78,2.43,5.40,0.74,0.17,-1.11,0.09,-0.14,0.22,10.3,10.81,11.01227273
12/20/2006,Wednesday,1423.53,10,8,6,6,1314.39285,1,6.48,4.28,5.21,0.98,1.17,-0.75,0.08,-0.37,-0.14,10.26,10.956,11.05590909
12/21/2006,Thursday,1418.3,9,8,3,5,1315.1232,1,10.72,5.51,5.26,0.80,0.39,-0.44,0.00,-0.53,-0.37,10.53,11.162,11.08318182
12/22/2006,Friday,1410.76,9,8,2,4,1315.7691,1,9.76,6.16,6.78,0.46,0.81,0.29,0.41,0.44,-0.53,11.36,11.298,11.08727273
12/26/2006,Tuesday,1416.9,9,9,4,5,1316.43295,1,10.05,4.20,6.27,0.40,0.26,0.49,0.10,0.70,0.44,11.26,11.348,11.07363636
12/27/2006,Wednesday,1426.84,9,11,5,7,1317.07975,1,16.86,3.62,5.36,-0.42,0.14,0.27,-1.20,-0.15,0.70,10.64,11.648,11.06363636
12/28/2006,Thursday,1424.73,10,11,5,7,1317.6883,1,7.95,3.06,6.65,-0.01,0.95,0.50,-0.83,-0.45,-0.15,10.99,11.85,11.03272727
12/29/2006,Friday,1418.3,10,13,4,5,1318.25315,1,18.39,2.03,7.51,1.37,1.95,0.87,-0.44,-0.12,-0.45,11.56,11.92,10.96545455
1/3/2007,Wednesday,1416.6,10,14,5,5,1318.7999,1,18.65,2.16,7.68,1.61,2.24,0.69,-0.12,0.12,-0.12,12.04,11.806,10.89772727
1/4/2007,Thursday,1418.34,8,17,5,6,1319.3662,0,22.06,-0.47,7.90,1.79,2.02,0.86,0.39,-0.61,0.12,11.51,11.678,10.85863636
1/5/2007,Friday,1409.71,6,17,2,4,1319.9286,0,17.38,0.46,8.66,2.48,2.72,0.94,1.49,0.22,-0.61,12.14,11.28,10.77590909
1/8/2007,Monday,1412.84,7,19,3,4,1320.4676,0,18.51,-1.60,6.89,2.52,2.63,1.07,1.35,-0.05,0.22,12,11.028,10.705
1/9/2007,Tuesday,1412.11,8,19,3,4,1321.0198,0,15.96,-0.21,7.55,1.90,2.56,1.98,1.31,0.19,-0.05,11.91,10.764,10.66818182
1/10/2007,Wednesday,1414.85,7,18,4,4,1321.5793,0,17.93,0.39,9.39,2.33,1.64,0.64,0.81,0.63,0.19,11.47,10.64,10.67454545
1/11/2007,Thursday,1423.82,7,17,5,5,1322.19035,0,15.89,-1.60,9.04,2.04,0.67,-0.12,0.47,0.49,0.63,10.87,10.546,10.65045455
1/12/2007,Friday,1430.73,6,16,7,5,1322.87785,0,12.98,-1.01,8.30,2.64,0.95,-0.71,-0.54,0.08,0.49,10.15,10.67,10.65409091
1/16/2007,Tuesday,1431.9,6,16,7,5,1323.5229,0,17.01,-3.56,8.20,2.76,1.63,-0.22,-0.27,-0.09,0.08,10.74,10.59,10.63045455
1/17/2007,Wednesday,1430.62,5,15,7,5,1324.17475,0,12.64,-4.01,8.08,2.93,1.83,0.53,0.66,-0.30,-0.09,10.59,10.45,10.60454545
1/18/2007,Thursday,1426.37,5,15,6,4,1324.8325,0,17.24,-6.53,8.88,3.11,2.05,1.37,-0.17,0.29,-0.30,10.85,10.524,10.57681818
1/19/2007,Friday,1430.5,3,14,5,4,1325.49595,0,7.89,-7.36,7.24,3.76,2.04,1.25,-0.58,-0.53,0.29,10.4,10.67,10.56772727
1/22/2007,Monday,1422.95,7,12,3,4,1326.08105,0,4.79,-7.90,8.34,4.07,2.44,1.69,-0.16,0.35,-0.53,10.77,10.806,10.54090909
1/23/2007,Tuesday,1427.99,8,10,4,4,1326.6632,0,7.02,-6.26,5.82,3.67,1.99,1.40,0.06,0.85,0.35,10.34,10.93,10.55181818
1/24/2007,Wednesday,1440.13,7,9,6,5,1327.31865,0,9.05,-6.11,5.41,3.84,0.77,0.69,-0.13,-1.13,0.85,9.89,11.036,10.60909091
1/25/2007,Thursday,1423.9,8,8,4,4,1327.96065,0,10.55,-6.55,4.13,4.94,1.79,1.71,1.55,-0.12,-1.13,11.22,10.854,10.93136364
1/26/2007,Friday,1422.18,9,8,3,5,1328.58855,1,6.64,-4.80,2.59,5.05,-1.63,1.12,1.84,-0.11,-0.12,11.13,10.644,11.12636364
1/29/2007,Monday,1420.62,6,9,4,4,1329.2588,0,13.5,-4.11,3.75,4.35,-0.97,0.90,1.86,0.58,-0.11,11.45,10.464,11.325
1/30/2007,Tuesday,1428.82,4,9,5,4,1329.9623,0,7.74,-5.11,1.85,4.02,-1.80,1.08,1.34,0.66,0.58,10.96,10.402,11.67272682
